customer_id,created_at,churned,company_size,contract_type,plan_tier,acquisition_channel,industry,country,tenure_days,company_size_enc,contract_type_enc,plan_tier_enc,acquisition_channel_enc,industry_enc,country_enc,months_active,avg_sessions_all,avg_sessions_3m,avg_adoption_all,avg_adoption_3m,sessions_trend,adoption_trend,sessions_mom_change,avg_api_calls,avg_active_users,total_tickets,tickets_last_3m,avg_csat,min_csat,avg_resolution_hours,pct_billing_tickets,pct_bug_tickets,high_priority_tickets,total_payments,failed_payment_count,late_payment_count,pct_on_time,avg_days_late,payment_ratio,recent_failed_payments,avg_monthly_revenue,target
CUST-83AF00DA,2024-03-29,False,SMB,Monthly,Basic,Organic,SaaS,UK,277,0,0,0,0,7,5,10,41.7,21.67,0.3859,0.29,-5.4242,-0.022,-6.0,190.3,2.6,1.0,1.0,4.0,4.0,15.459794338333332,0.0,1.0,0.0,10,0,1,0.9,0.9,1.0,0,99.0,0
CUST-23AA21EA,2024-05-27,True,SMB,Annual,Basic,Organic,Healthcare,India,218,0,1,0,0,3,4,5,34.0,33.0,0.4428,0.4893,-2.4,0.0472,-17.0,197.8,4.2,1.0,1.0,1.0,1.0,50.01125663055556,0.0,1.0,0.0,5,0,0,1.0,0.0,1.0,0,99.0,1
CUST-94705C82,2022-07-22,False,SMB,Annual,Pro,Organic,Logistics,Germany,893,0,1,1,0,4,3,30,81.67,81.0,0.7557,0.727,-0.0859,-0.0017,-26.0,496.6,4.93,5.0,1.0,4.0,3.0,22.49491653061111,0.2,0.0,2.0,30,0,2,0.933,1.63,1.0,0,299.0,0
CUST-F9CC5A64,2024-01-24,False,SMB,Monthly,Basic,Partner,SaaS,Canada,342,0,0,0,2,7,1,12,75.67,74.33,0.752,0.7373,-0.6364,0.004,16.0,527.08,4.83,1.0,1.0,3.0,3.0,14.228442171944444,0.0,0.0,0.0,12,0,1,0.917,1.67,1.0,0,99.0,0
CUST-92B26887,2024-03-03,False,SMB,Monthly,Basic,Referral,Manufacturing,UK,303,0,0,0,3,5,5,10,37.2,40.33,0.3986,0.3957,1.0909,0.0044,18.0,181.7,2.5,9.0,2.0,2.2222222222222223,1.0,33.681791760277775,0.0,0.222,4.0,10,0,1,0.9,0.7,1.0,0,99.0,0
CUST-6E9FD109,2023-04-18,False,SMB,Monthly,Basic,Referral,Finance,India,623,0,0,0,3,2,4,21,76.52,61.0,0.764,0.7333,-0.6753,-0.003,-8.0,529.29,4.81,2.0,1.0,5.0,5.0,12.048590921527778,0.0,0.5,0.0,21,0,1,0.952,1.1,1.0,0,99.0,0
CUST-71905984,2024-01-08,False,Mid-Market,Annual,Enterprise,Partner,Education,US,358,1,1,2,2,1,6,12,47.83,57.0,0.5303,0.672,0.5594,0.0177,-11.0,228.08,2.5,1.0,1.0,3.0,3.0,25.85846413166667,0.0,0.0,0.0,12,3,4,0.333,18.0,0.5833,2,999.0,0
CUST-C6E42A2A,2024-07-14,True,Mid-Market,Monthly,Enterprise,Organic,Retail,India,170,1,0,2,0,6,4,6,53.33,49.67,0.4622,0.3457,-1.6571,-0.0665,-3.0,164.5,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1.0,0.0,1.0,0,999.0,1
CUST-C8A6D1C1,2023-09-16,False,SMB,Annual,Pro,Referral,Logistics,Australia,472,0,1,1,3,4,0,16,34.0,35.67,0.3866,0.3383,0.4441,0.0,7.0,225.0,2.62,12.0,4.0,1.5833333333333333,1.0,47.94584687606482,0.333,0.5,3.0,16,0,1,0.938,1.44,1.0,0,299.0,0
CUST-F0E88EE6,2023-05-10,False,Enterprise,Multi-Year,Enterprise,Paid,SaaS,Australia,601,2,2,2,1,7,0,20,83.2,76.33,0.7259,0.7413,0.403,0.0058,-4.0,471.5,4.45,1.0,1.0,5.0,5.0,19.28763736361111,0.0,0.0,1.0,20,0,1,0.95,1.3,1.0,0,999.0,0
CUST-D530BB3F,2024-11-19,True,SMB,Annual,Pro,Paid,Manufacturing,US,42,0,1,1,1,5,6,2,21.0,21.0,0.32,0.32,0.0,0.0,-24.0,279.0,1.5,1.0,1.0,5.0,5.0,31.386779742222224,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,299.0,1
CUST-718F125B,2024-03-22,False,Mid-Market,Annual,Pro,Organic,Healthcare,Germany,284,1,1,1,0,3,3,10,42.0,49.33,0.406,0.3183,0.2061,0.0005,-12.0,219.0,2.8,4.0,1.0,3.5,3.0,20.875161958611113,0.5,0.0,0.0,10,0,3,0.7,6.1,1.0,0,299.0,0
CUST-CFAEEBE0,2024-02-18,False,SMB,Monthly,Pro,Referral,Education,Canada,317,0,0,1,3,1,1,11,35.91,19.67,0.4117,0.1747,-2.9364,-0.058,-8.0,221.18,3.18,3.0,2.0,3.6666666666666665,3.0,21.171268635555553,0.0,1.0,0.0,11,0,2,0.818,3.55,1.0,0,299.0,0
CUST-7C00D0C6,2023-08-28,False,Enterprise,Annual,Enterprise,Partner,Education,Canada,491,2,1,2,2,1,1,17,78.41,78.67,0.7629,0.694,-0.0441,-0.0036,10.0,484.29,4.18,1.0,1.0,5.0,5.0,37.02429880472222,0.0,0.0,0.0,17,1,0,0.941,2.0,0.9412,0,999.0,0
CUST-967D2730,2023-04-29,False,SMB,Annual,Basic,Organic,E-commerce,UK,612,0,1,0,0,0,5,21,80.67,75.67,0.7555,0.7823,-0.0818,-0.0026,21.0,491.43,4.71,2.0,1.0,4.0,3.0,20.43369136486111,0.0,0.0,1.0,21,0,0,1.0,0.0,1.0,0,99.0,0
CUST-1628F5EB,2023-07-20,False,Mid-Market,Monthly,Pro,Organic,E-commerce,Canada,530,1,0,1,0,0,1,18,78.89,73.67,0.7304,0.7393,0.3426,0.0009,6.0,499.89,4.11,5.0,2.0,4.8,4.0,9.1037453775,0.0,0.4,2.0,18,0,0,1.0,0.0,1.0,0,299.0,0
CUST-2893568E,2023-04-21,False,SMB,Monthly,Basic,Partner,Education,UK,620,0,0,0,2,1,5,21,79.76,69.33,0.7151,0.7037,-0.6013,0.0007,13.0,481.24,4.24,4.0,1.0,4.0,2.0,14.27952400201389,0.0,0.75,2.0,21,0,0,1.0,0.0,1.0,0,99.0,0
CUST-1CF5F4C8,2024-03-07,True,SMB,Monthly,Basic,Partner,Retail,France,299,0,0,0,2,6,2,5,38.0,52.67,0.5306,0.4997,12.1,-0.0605,-11.0,304.4,2.6,1.0,1.0,5.0,5.0,16.789585079444446,1.0,0.0,0.0,5,2,1,0.4,17.0,0.6,1,99.0,1
CUST-927E379B,2022-07-30,False,Mid-Market,Annual,Pro,Partner,Healthcare,UK,885,1,1,1,2,3,5,30,77.6,86.0,0.7691,0.782,0.2572,0.0028,2.0,538.93,5.13,1.0,1.0,1.0,1.0,18.005716656388888,0.0,1.0,1.0,30,0,1,0.967,0.97,1.0,0,299.0,0
CUST-C9D92AFE,2023-12-20,False,SMB,Monthly,Basic,Referral,Education,Canada,377,0,0,0,3,1,1,13,76.15,74.33,0.6799,0.6317,-0.1154,-0.006,0.0,458.62,3.85,3.0,3.0,4.0,2.0,21.85987556092593,0.0,0.333,0.0,13,1,0,0.923,2.62,0.9231,0,99.0,0
CUST-0935CE2F,2023-08-28,True,Mid-Market,Annual,Pro,Paid,E-commerce,Germany,491,1,1,1,1,0,3,12,39.83,15.33,0.3274,0.111,-5.7622,-0.0521,-11.0,222.5,3.08,1.0,1.0,2.0,2.0,1.4026463861111111,0.0,0.0,1.0,12,0,2,0.833,3.17,1.0,0,299.0,1
CUST-7260EA7D,2024-08-29,False,SMB,Annual,Pro,Referral,Logistics,Canada,124,0,1,1,3,4,1,5,48.2,42.33,0.5928,0.5957,-4.9,0.0049,24.0,239.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1.0,0.0,1.0,0,299.0,0
CUST-AB5EB9EC,2024-03-20,False,Mid-Market,Annual,Pro,Partner,Finance,Australia,286,1,1,1,2,2,0,10,45.5,36.0,0.4302,0.415,-4.8667,-0.0236,-7.0,199.6,1.9,2.0,1.0,3.5,2.0,10.552853761666668,0.5,0.0,1.0,10,1,0,0.9,3.2,0.9,0,299.0,0
CUST-68E1BC23,2024-01-14,False,Enterprise,Annual,Enterprise,Paid,Logistics,India,352,2,1,2,1,4,4,12,40.17,17.67,0.3943,0.1623,-4.8322,-0.0472,0.0,191.92,2.25,2.0,1.0,3.0,1.0,18.265602889027775,0.0,0.0,0.0,12,0,2,0.833,3.5,1.0,0,999.0,0
CUST-7718D1D8,2024-02-10,True,SMB,Monthly,Basic,Organic,Healthcare,Australia,325,0,0,0,0,3,0,8,49.62,34.0,0.4772,0.3887,-4.8214,-0.0407,19.0,196.38,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,3,0.375,12.75,0.75,1,99.0,1
CUST-70DFF3FE,2024-11-13,False,Mid-Market,Annual,Pro,Partner,E-commerce,India,48,1,1,1,2,0,4,2,11.5,11.5,0.311,0.311,0.0,0.0,9.0,240.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0.5,11.0,1.0,0,299.0,0
CUST-E3064C1F,2024-05-11,True,SMB,Monthly,Basic,Partner,E-commerce,Germany,234,0,0,0,2,0,3,6,46.67,21.0,0.5523,0.5873,-15.5429,0.0498,-12.0,164.5,2.33,1.0,1.0,2.0,2.0,22.142668997777776,1.0,0.0,0.0,6,0,1,0.833,1.67,1.0,0,99.0,1
CUST-46A7D20E,2024-11-10,False,SMB,Monthly,Pro,Organic,Education,India,51,0,0,1,0,1,4,2,10.5,10.5,0.391,0.391,0.0,0.0,-1.0,197.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,299.0,0
CUST-FA31FBB6,2024-03-18,True,Mid-Market,Monthly,Enterprise,Paid,Retail,India,288,1,0,2,1,6,4,9,33.78,28.33,0.3886,0.397,-0.2667,0.002,18.0,182.44,2.33,7.0,4.0,2.142857142857143,1.0,42.310524411269846,0.429,0.143,3.0,9,0,0,1.0,0.0,1.0,0,999.0,1
CUST-962F2E7E,2024-02-22,True,Mid-Market,Multi-Year,Pro,Organic,Education,France,313,1,2,1,0,1,2,11,37.0,45.67,0.4841,0.5403,2.4273,0.0079,13.0,205.0,2.55,2.0,2.0,3.0,2.0,14.944693760555555,1.0,0.0,0.0,11,1,1,0.727,4.09,0.7273,1,299.0,1
CUST-B887ACE9,2023-03-08,False,Mid-Market,Annual,Pro,Partner,Finance,Australia,664,1,1,1,2,2,0,22,77.55,78.0,0.7812,0.8403,0.0237,0.004,-25.0,510.86,4.82,3.0,2.0,4.333333333333333,4.0,16.952521680925926,0.0,0.0,1.0,22,1,2,0.864,2.23,0.9545,0,299.0,0
CUST-6930E3C1,2024-05-08,True,SMB,Monthly,Basic,Organic,E-commerce,Germany,237,0,0,0,0,0,3,8,49.5,33.67,0.4714,0.2813,-4.5476,-0.0665,-17.0,121.0,2.5,2.0,2.0,3.0,3.0,28.166471691944444,0.0,0.5,0.0,8,0,2,0.75,1.62,1.0,0,99.0,1
CUST-E4A0458B,2023-10-14,False,SMB,Monthly,Pro,Referral,Logistics,Australia,444,0,0,1,3,4,0,15,41.33,46.0,0.3883,0.3293,0.3464,-0.0052,11.0,182.6,2.6,10.0,4.0,2.6,1.0,62.90540424238888,0.1,0.6,3.0,15,0,4,0.733,3.53,1.0,0,299.0,0
CUST-5304B000,2024-02-08,True,SMB,Monthly,Pro,Referral,SaaS,US,327,0,0,1,3,7,6,11,35.64,18.67,0.3937,0.2087,-4.5273,-0.0506,-4.0,237.45,3.27,2.0,1.0,2.5,2.0,20.174022610694443,0.0,0.0,0.0,11,0,3,0.727,5.0,1.0,0,299.0,1
CUST-35B46FEC,2024-02-25,False,SMB,Multi-Year,Basic,Referral,Healthcare,UK,310,0,2,0,3,3,5,11,35.82,42.33,0.4159,0.4593,1.9091,0.0144,21.0,224.55,1.91,4.0,4.0,3.5,2.0,11.547887387222222,0.5,0.0,0.0,11,2,0,0.727,3.55,0.6364,1,99.0,0
CUST-9AADD303,2024-03-09,False,SMB,Monthly,Basic,Partner,Education,India,297,0,0,0,2,1,4,10,49.7,54.67,0.5841,0.5407,-0.903,-0.0067,-11.0,216.7,2.1,4.0,2.0,2.0,1.0,15.856840811597221,0.75,0.0,1.0,10,3,1,0.6,15.1,0.7,1,99.0,0
CUST-1FA297B3,2023-10-08,False,SMB,Monthly,Basic,Paid,Finance,India,450,0,0,0,1,2,4,15,84.27,76.33,0.7257,0.717,-0.6536,-0.0006,-27.0,541.27,4.13,2.0,2.0,3.5,3.0,28.32018565083333,0.0,0.0,0.0,15,0,0,1.0,0.0,1.0,0,99.0,0
CUST-2BFB1EA4,2023-08-20,False,Mid-Market,Annual,Enterprise,Referral,Healthcare,Australia,499,1,1,2,3,3,0,17,76.41,79.0,0.762,0.7463,0.2525,0.0031,-11.0,504.76,3.65,4.0,1.0,4.5,4.0,16.4325454125,0.0,0.0,0.0,17,0,0,1.0,0.0,1.0,0,999.0,0
CUST-F7F2E7FF,2023-12-30,True,Enterprise,Multi-Year,Enterprise,Partner,Retail,India,367,2,2,2,2,6,4,8,46.62,34.0,0.4444,0.2767,-4.7262,-0.0724,-7.0,207.62,2.12,1.0,1.0,1.0,1.0,26.502455193611112,0.0,0.0,0.0,8,0,0,1.0,0.0,1.0,0,999.0,1
CUST-7D2E3FAE,2024-03-11,False,SMB,Annual,Pro,Organic,Manufacturing,France,295,0,1,1,0,5,2,10,31.7,26.67,0.5128,0.6333,-1.7636,0.0085,-32.0,210.9,2.3,1.0,1.0,5.0,5.0,15.837930822222223,1.0,0.0,1.0,10,1,1,0.6,6.3,0.5,0,299.0,0
CUST-8E617984,2024-04-27,True,SMB,Monthly,Basic,Paid,Education,Germany,248,0,0,0,1,1,3,7,47.71,52.33,0.5434,0.55,-0.4286,-0.0065,-24.0,199.86,3.43,2.0,2.0,3.0,3.0,26.380214063194444,0.5,0.0,1.0,7,3,1,0.429,23.0,0.5714,0,99.0,1
CUST-91EAD16E,2024-04-17,True,Mid-Market,Multi-Year,Enterprise,Partner,Healthcare,UK,258,1,2,2,2,3,5,8,62.88,68.0,0.4301,0.3983,1.7738,-0.041,18.0,184.62,2.88,3.0,3.0,3.6666666666666665,3.0,18.826269696759258,0.333,0.667,1.0,8,2,3,0.375,13.88,0.75,2,999.0,1
CUST-212A097C,2022-09-24,False,Mid-Market,Annual,Enterprise,Paid,Logistics,US,829,1,1,2,1,4,6,28,80.96,74.0,0.7554,0.7413,-0.2455,-0.0027,-7.0,484.25,4.46,4.0,1.0,4.0,2.0,9.002699729375001,0.0,0.25,0.0,28,0,2,0.929,1.54,1.0,0,999.0,0
CUST-E3D1F31F,2023-08-26,False,Mid-Market,Annual,Pro,Partner,Education,Germany,493,1,1,1,2,1,3,17,78.18,82.33,0.7642,0.7623,0.0294,0.0048,-9.0,488.65,4.0,2.0,1.0,5.0,5.0,17.941361494583333,0.0,1.0,1.0,17,0,1,0.941,0.29,1.0,0,299.0,0
CUST-42EA3789,2024-01-17,True,SMB,Monthly,Basic,Partner,Logistics,UK,349,0,0,0,2,4,5,6,58.33,52.0,0.4508,0.3667,-4.3429,-0.0732,-7.0,153.83,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,2,0.5,11.0,0.8333,1,99.0,1
CUST-C2706DF1,2024-03-25,True,Mid-Market,Annual,Pro,Partner,SaaS,France,281,1,1,1,2,7,2,6,48.67,47.67,0.5362,0.5223,-2.5143,-0.0072,19.0,209.5,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,3,0.333,15.33,0.8333,0,299.0,1
CUST-A72063C6,2024-03-26,False,SMB,Annual,Pro,Partner,SaaS,Canada,280,0,1,1,2,7,1,10,41.7,27.33,0.4011,0.2687,-4.7818,-0.0441,-5.0,179.3,2.6,1.0,1.0,5.0,5.0,32.18396868527778,0.0,1.0,1.0,10,0,1,0.9,1.3,1.0,0,299.0,0
CUST-61C85BE7,2022-10-26,False,SMB,Annual,Basic,Paid,Finance,France,797,0,1,0,1,2,2,27,83.96,84.33,0.7585,0.827,0.2045,0.0028,18.0,464.93,4.52,6.0,2.0,3.0,1.0,16.26632989143518,0.0,0.5,3.0,27,1,1,0.926,2.11,0.963,0,99.0,0
CUST-0C4A5D49,2023-10-22,False,SMB,Annual,Pro,Paid,Healthcare,UK,436,0,1,1,1,3,5,15,34.0,30.0,0.3649,0.3513,0.0464,0.0053,-3.0,211.13,2.07,12.0,3.0,1.9166666666666667,1.0,45.56238650009259,0.25,0.5,1.0,15,2,0,0.867,3.2,0.8667,1,299.0,0
CUST-23405103,2023-10-23,False,Mid-Market,Annual,Pro,Referral,Retail,UK,435,1,1,1,3,6,5,15,34.33,37.67,0.3815,0.3397,-0.175,-0.0052,2.0,217.73,2.6,13.0,4.0,2.769230769230769,1.0,47.42782802008547,0.0,0.231,2.0,15,1,1,0.867,4.87,0.9333,0,299.0,0
CUST-B81D258B,2022-09-19,False,Enterprise,Multi-Year,Enterprise,Paid,E-commerce,India,834,2,2,2,1,0,4,28,78.75,79.67,0.7542,0.7747,0.0413,0.0009,-10.0,531.61,4.5,3.0,1.0,4.666666666666667,4.0,17.959097238703702,0.0,0.667,0.0,28,2,0,0.929,2.36,0.9286,0,999.0,0
CUST-05503883,2024-11-01,False,Enterprise,Multi-Year,Enterprise,Paid,Healthcare,France,60,2,2,2,1,3,2,2,34.5,34.5,0.178,0.178,0.0,0.0,3.0,108.5,2.5,1.0,1.0,4.0,4.0,16.655373444722223,0.0,0.0,0.0,2,0,0,1.0,0.0,1.0,0,999.0,0
CUST-A51CFCE2,2023-01-09,False,Mid-Market,Annual,Pro,Referral,Healthcare,Germany,722,1,1,1,3,3,3,24,79.5,75.0,0.7364,0.7653,0.1713,0.0014,5.0,507.58,4.75,3.0,1.0,5.0,5.0,19.988025615185183,0.333,0.0,0.0,24,0,1,0.958,0.46,1.0,0,299.0,0
CUST-5C757D45,2024-05-19,True,Mid-Market,Annual,Pro,Referral,Manufacturing,India,226,1,1,1,3,5,4,5,45.6,39.33,0.4462,0.447,-5.4,0.0063,16.0,153.0,1.8,1.0,1.0,4.0,4.0,16.82032415833333,1.0,0.0,0.0,5,1,1,0.4,10.8,0.4,1,299.0,1
CUST-55509438,2024-02-06,True,Enterprise,Multi-Year,Enterprise,Referral,Logistics,US,329,2,2,2,3,4,6,10,45.2,24.33,0.421,0.212,-4.7758,-0.0538,-4.0,201.1,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,10,3,1,0.6,13.2,0.7,1,999.0,1
CUST-1FBE46BB,2024-01-30,False,SMB,Multi-Year,Pro,Referral,Manufacturing,Germany,336,0,2,1,3,5,3,12,35.58,40.0,0.4172,0.3983,0.5559,-0.0059,11.0,205.75,2.17,8.0,2.0,2.625,1.0,53.234205642881946,0.0,0.5,2.0,12,1,3,0.667,9.5,0.9167,0,299.0,0
CUST-F2F77351,2024-01-06,True,Mid-Market,Annual,Pro,Organic,SaaS,India,360,1,1,1,0,7,4,10,36.1,44.0,0.3768,0.3393,0.8788,-0.0078,-12.0,152.4,2.4,9.0,5.0,3.111111111111111,1.0,54.19753889799383,0.333,0.444,1.0,10,0,1,0.9,3.0,1.0,0,299.0,1
CUST-7001C4F7,2023-01-24,False,SMB,Monthly,Pro,Organic,Logistics,Germany,707,0,0,1,0,4,3,24,79.88,82.0,0.7274,0.75,0.183,0.0026,-20.0,513.46,4.83,5.0,2.0,4.4,4.0,15.33759853988889,0.4,0.2,0.0,24,0,0,1.0,0.0,1.0,0,299.0,0
CUST-F42BEDC7,2024-11-16,False,Enterprise,Multi-Year,Enterprise,Paid,Manufacturing,India,45,2,2,2,1,5,4,2,41.5,41.5,0.2095,0.2095,0.0,0.0,-31.0,312.5,3.0,1.0,1.0,4.0,4.0,15.634270613055556,0.0,0.0,0.0,2,0,1,0.5,10.0,1.0,0,999.0,0
CUST-407ED525,2023-06-11,False,SMB,Monthly,Basic,Organic,Healthcare,India,569,0,0,0,0,3,4,19,39.0,44.33,0.4231,0.4487,0.1491,-0.0037,23.0,185.89,2.79,18.0,4.0,2.4444444444444446,1.0,44.26899693445987,0.222,0.389,7.0,19,0,4,0.789,3.11,1.0,0,99.0,0
CUST-F269E702,2024-06-05,True,SMB,Monthly,Basic,Organic,Logistics,UK,209,0,0,0,0,4,5,6,64.5,54.33,0.5093,0.4373,-5.8,-0.0454,-3.0,163.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1.0,0.0,1.0,0,99.0,1
CUST-810070F4,2023-12-16,False,Mid-Market,Monthly,Pro,Partner,E-commerce,France,381,1,0,1,2,0,2,13,76.31,85.33,0.7591,0.768,0.6813,0.0041,21.0,518.23,4.77,2.0,2.0,4.5,4.0,24.702335024305555,0.0,0.0,2.0,13,0,0,1.0,0.0,1.0,0,299.0,0
CUST-8CF1F7B2,2024-01-30,True,SMB,Annual,Basic,Paid,Manufacturing,Canada,336,0,1,0,1,5,1,8,45.0,48.33,0.4635,0.5177,-0.8571,0.0474,31.0,196.12,3.5,4.0,1.0,2.75,1.0,11.330528588055556,0.75,0.0,2.0,8,1,2,0.625,8.5,0.875,1,99.0,1
CUST-CCBD95C0,2023-12-26,False,Enterprise,Multi-Year,Enterprise,Organic,Healthcare,India,371,2,2,2,0,3,4,13,37.85,14.0,0.3582,0.1103,-4.6099,-0.0499,-13.0,186.38,2.46,4.0,2.0,2.75,2.0,20.53746859402778,0.5,0.0,2.0,13,0,1,0.923,1.23,1.0,0,999.0,0
CUST-22B23025,2024-01-10,True,SMB,Annual,Pro,Partner,Education,UK,356,0,1,1,2,1,5,11,43.55,26.67,0.3693,0.2283,-4.8818,-0.0445,8.0,204.09,2.55,2.0,2.0,2.0,1.0,23.407386029166666,0.5,0.5,1.0,11,0,1,0.909,1.27,1.0,0,299.0,1
CUST-38E9B2A8,2023-11-12,True,Mid-Market,Annual,Pro,Paid,Retail,Germany,415,1,1,1,1,6,3,7,40.14,38.33,0.4194,0.3553,-0.5357,-0.032,-2.0,225.86,3.43,5.0,5.0,2.2,1.0,41.28478212238889,0.2,0.4,2.0,7,0,2,0.714,6.0,1.0,0,299.0,1
CUST-FADD53B4,2023-05-14,False,SMB,Annual,Pro,Referral,SaaS,Canada,597,0,1,1,3,7,1,20,76.4,77.33,0.7456,0.6933,-0.0301,-0.0066,4.0,529.8,4.7,5.0,2.0,5.0,5.0,18.03831093,0.0,0.0,2.0,20,0,0,1.0,0.0,1.0,0,299.0,0
CUST-AE7CFB71,2023-10-20,False,SMB,Monthly,Pro,Partner,Finance,France,438,0,0,1,2,2,2,15,79.87,75.67,0.7823,0.8173,-0.4321,0.0047,22.0,512.47,3.87,4.0,1.0,4.25,2.0,18.584699283194443,0.25,0.25,1.0,15,1,1,0.867,3.53,0.9333,1,299.0,0
CUST-72F5DD02,2024-02-29,True,SMB,Annual,Basic,Paid,Retail,Canada,306,0,1,0,1,6,1,11,44.36,14.67,0.3875,0.1797,-6.5818,-0.0446,3.0,287.91,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,2,0.818,4.27,1.0,0,99.0,1
CUST-CCE95A7E,2024-05-06,False,SMB,Monthly,Basic,Organic,E-commerce,Germany,239,0,0,0,0,0,3,8,45.75,28.67,0.4118,0.2813,-7.1905,-0.0478,20.0,192.0,2.5,1.0,1.0,4.0,4.0,23.38132549361111,1.0,0.0,0.0,8,1,1,0.75,7.0,0.875,1,99.0,0
CUST-6E219410,2024-02-12,True,Enterprise,Multi-Year,Enterprise,Partner,Manufacturing,Germany,323,2,2,2,2,5,3,7,61.43,65.33,0.4919,0.437,-1.6429,0.0027,-31.0,128.57,2.29,2.0,2.0,3.0,2.0,12.395188830972224,1.0,0.0,0.0,7,0,4,0.286,8.43,0.7143,0,999.0,1
CUST-0512122B,2024-03-20,True,Mid-Market,Monthly,Pro,Paid,Finance,US,286,1,0,1,1,2,6,10,44.2,34.33,0.4116,0.3167,-3.9758,-0.0414,12.0,230.3,3.2,2.0,1.0,3.0,3.0,23.809175094305555,0.0,0.5,1.0,10,0,3,0.7,4.9,1.0,0,299.0,1
CUST-0F937130,2024-05-20,True,Mid-Market,Annual,Enterprise,Organic,Finance,US,225,1,1,2,0,2,6,5,53.2,48.0,0.5034,0.454,-4.2,-0.0631,12.0,143.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1.0,0.0,1.0,0,999.0,1
CUST-D04F38C9,2024-11-07,True,Mid-Market,Annual,Pro,Organic,Healthcare,US,54,1,1,1,0,3,6,2,21.5,21.5,0.305,0.305,0.0,0.0,-31.0,309.0,2.0,1.0,1.0,5.0,5.0,1.1389453752777778,0.0,0.0,0.0,2,1,0,0.5,11.0,0.5,1,299.0,1
CUST-094A457F,2023-02-26,False,Mid-Market,Annual,Enterprise,Paid,Retail,UK,674,1,1,2,1,6,5,23,75.61,68.0,0.7648,0.813,-0.2144,-0.0009,0.0,510.87,3.96,4.0,1.0,4.0,1.0,11.512215636944445,0.0,0.25,3.0,23,0,3,0.87,1.43,1.0,0,999.0,0
CUST-836F2487,2024-03-16,False,Mid-Market,Monthly,Enterprise,Referral,Education,Canada,290,1,0,2,3,1,1,10,38.9,32.0,0.4069,0.4143,-1.8,-0.0034,33.0,226.7,2.2,9.0,2.0,2.3333333333333335,1.0,50.12948820799383,0.222,0.333,4.0,10,2,0,0.8,8.5,0.8,1,999.0,0
CUST-EA72C8F5,2024-05-19,True,SMB,Monthly,Basic,Referral,Healthcare,Australia,226,0,0,0,3,3,0,5,61.0,59.67,0.509,0.4383,-2.5,-0.0426,3.0,275.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,2,0.6,7.0,1.0,0,99.0,1
CUST-9B1DB6BD,2023-03-29,False,Enterprise,Multi-Year,Enterprise,Organic,Finance,US,643,2,2,2,0,2,6,22,79.36,80.67,0.755,0.7613,0.07,0.002,-6.0,469.86,4.59,2.0,1.0,4.0,4.0,20.347525559444442,0.0,0.0,1.0,22,0,1,0.955,0.68,1.0,0,999.0,0
CUST-CFC56043,2023-03-28,False,SMB,Monthly,Basic,Organic,Healthcare,UK,644,0,0,0,0,3,5,22,80.32,75.33,0.7335,0.629,-0.0503,-0.0024,-11.0,519.23,4.32,2.0,2.0,5.0,5.0,6.015354982222222,0.5,0.0,1.0,22,0,1,0.955,0.73,1.0,0,99.0,0
CUST-7796D1F1,2024-06-03,False,Mid-Market,Annual,Pro,Referral,Retail,Germany,211,1,1,1,3,6,3,7,39.43,61.0,0.4804,0.4443,9.75,0.0311,-33.0,185.0,3.29,3.0,3.0,2.0,2.0,15.562839556574074,0.667,0.0,0.0,7,1,1,0.714,6.0,0.8571,1,299.0,0
CUST-36D373C3,2024-03-06,False,SMB,Annual,Basic,Partner,SaaS,UK,300,0,1,0,2,7,5,10,31.2,37.67,0.3579,0.378,1.5273,-0.0105,10.0,186.3,2.4,8.0,4.0,2.625,1.0,51.049207529374996,0.0,0.5,5.0,10,1,1,0.8,7.6,0.9,0,99.0,0
CUST-F9FBBE6F,2023-03-31,False,SMB,Annual,Basic,Organic,Logistics,Australia,641,0,1,0,0,4,0,22,81.05,77.67,0.7489,0.7393,0.3202,-0.0014,23.0,502.09,4.09,5.0,2.0,4.4,3.0,22.22154171272222,0.6,0.2,0.0,22,0,1,0.955,0.95,1.0,0,99.0,0
